61 0 0 0
63 0 0 0
64 0 0 0
70 0 0 0
77 0 0 0
81 0 0 0
85 0 0 0
90 0 0 0
96 0 0 0
97 0 0 0
101 0 0 0
107 0 0 0
109 0 0 0
110 0 0 0
112 0 0 0
113 0 0 0
123 0 0 0
128 0 0 0
130 0 0 0
134 0 0 0
136 0 0 0
139 0 0 0
140 0 0 0
144 0 0 0
149 0 0 0
150 0 0 0
151 0 0 0
153 0 0 0
158 0 0 0
160 0 0 0
162 0 0 0
163 0 0 0
177 0 0 0
179 0 0 0
180 0 0 0
183 0 0 0
185 0 0 0
189 0 0 0
191 0 0 0
192 0 0 0
194 0 0 0
200 0 0 0
202 0 0 0
203 0 0 0
211 0 0 0
213 0 0 0
216 0 0 0
222 0 0 0
227 0 0 0
228 0 0 0
229 0 0 0
231 0 0 0
232 0 0 0
233 0 0 0
237 0 0 0
245 0 0 0
246 0 0 0
248 0 0 0
249 0 0 0
254 0 0 0
256 0 0 0
258 0 0 0
263 0 0 0
269 0 0 0
271 0 0 0
277 0 0 0
278 0 0 0
279 0 0 0
281 0 0 0
285 0 0 0
289 0 0 0
290 0 0 0
296 0 0 0
301 0 0 0
303 0 0 0
308 0 0 0
310 0 0 0
311 0 0 0
313 0 0 0
315 0 0 0
326 0 0 0
329 0 0 0
332 0 0 0
334 0 0 0
338 0 0 0
342 0 0 0
346 0 0 0
351 0 0 0
352 0 0 0
353 0 0 0
357 0 0 0
360 0 0 0
361 0 0 0
365 0 0 0
375 0 0 0
379 0 0 0
380 0 0 0
382 0 0 0
385 0 0 0
386 0 0 0
387 0 0 0
388 0 0 0
390 0 0 0
395 0 0 0
401 0 0 0
402 0 0 0
409 0 0 0
413 0 0 0
414 0 0 0
415 0 0 0
416 0 0 0
419 0 0 0
420 0 0 0
425 0 0 0
427 0 0 0
428 0 0 0
430 0 0 0
438 0 0 0
440 0 0 0
442 0 0 0
449 0 0 0
451 0 0 0
452 0 0 0
460 0 0 0
461 0 0 0
464 0 0 0
471 0 0 0
472 0 0 0
474 0 0 0
478 0 0 0
479 0 0 0
482 0 0 0
485 0 0 0
491 0 0 0
492 0 0 0
502 0 0 0
503 0 0 0
504 0 0 0
505 0 0 0
506 0 0 0
507 0 0 0
513 0 0 0
515 0 0 0
516 0 0 0
517 0 0 0
520 0 0 0
526 0 0 0
531 0 0 0
532 0 0 0
533 0 0 0
541 0 0 0
543 0 0 0
545 0 0 0
547 0 0 0
549 0 0 0
551 0 0 0
552 0 0 0
554 0 0 0
557 0 0 0
570 0 0 0
572 0 0 0
575 0 0 0
576 0 0 0
578 0 0 0
580 0 0 0
581 0 0 0
584 0 0 0
586 0 0 0
588 0 0 0
590 0 0 0
596 0 0 0
600 0 0 0
602 0 0 0
607 0 0 0
608 0 0 0
610 0 0 0
613 0 0 0
614 0 0 0
616 0 0 0
618 0 0 0
620 0 0 0
626 0 0 0
628 0 0 0
633 0 0 0
637 0 0 0
639 0 0 0
641 0 0 0
645 0 0 0
647 0 0 0
649 0 0 0
650 0 0 0
651 0 0 0
656 0 0 0
661 0 0 0
663 0 0 0
666 0 0 0
671 0 0 0
672 0 0 0
673 0 0 0
674 0 0 0
678 0 0 0
679 0 0 0
680 0 0 0
686 0 0 0
687 0 0 0
688 0 0 0
694 0 0 0
697 0 0 0
700 0 0 0
703 0 0 0
704 0 0 0
707 0 0 0
709 0 0 0
713 0 0 0
714 0 0 0
720 0 0 0
721 0 0 0
724 0 0 0
727 0 0 0
729 0 0 0
731 0 0 0
732 0 0 0
734 0 0 0
735 0 0 0
737 0 0 0
740 0 0 0
742 0 0 0
744 0 0 0
745 0 0 0
746 0 0 0
747 0 0 0
749 0 0 0
752 0 0 0
762 0 0 0
771 0 0 0
772 0 0 0
773 0 0 0
774 0 0 0
779 0 0 0
782 0 0 0
784 0 0 0
788 0 0 0
790 0 0 0
791 0 0 0
796 0 0 0
798 0 0 0
803 0 0 0
808 0 0 0
809 0 0 0
810 0 0 0
811 0 0 0
812 0 0 0
813 0 0 0
819 0 0 0
821 0 0 0
824 0 0 0
825 0 0 0
827 0 0 0
828 0 0 0
829 0 0 0
838 0 0 0
840 0 0 0
844 0 0 0
852 0 0 0
855 0 0 0
857 0 0 0
858 0 0 0
864 0 0 0
871 0 0 0
875 0 0 0
876 0 0 0
880 0 0 0
883 0 0 0
894 0 0 0
895 0 0 0
896 0 0 0
902 0 0 0
904 0 0 0
905 0 0 0
906 0 0 0
907 0 0 0
910 0 0 0
914 0 0 0
915 0 0 0
931 0 0 0
938 0 0 0
939 0 0 0
942 0 0 0
943 0 0 0
944 0 0 0
949 0 0 0
954 0 0 0
961 0 0 0
975 0 0 0
978 0 0 0
985 0 0 0
989 0 0 0
990 0 0 0
992 0 0 0
